#timestamp, tx, ty, tz, qx, qy, qz, qw
0.000000000, 27.3131, 3.89029, -0.0198325, 0.00331742, -0.0110745, 0.385023, 0.922835
0.000000000, 27.6456, 4.36488, -0.0224457, -0.0154459, -0.0144427, 0.487641, 0.872788
0.000000000, 28.1243, 5.27431, -0.0437209, -0.0180605, 0.00482417, 0.530893, 0.847233
0.000000000, 28.606, 6.17899, -0.0710804, -0.0337056, 0.00566723, 0.504419, 0.862782
0.000000000, 29.2138, 7.07695, -0.185457, -0.0352752, 0.053808, 0.480873, 0.874427
0.000000000, 29.8133, 7.91061, -0.30117, -0.00463423, 0.0253791, 0.455679, 0.88977
0.000000000, 30.4964, 8.77278, -0.370106, -0.00381268, 0.0283666, 0.439552, 0.897761
0.000000000, 31.1626, 9.60674, -0.422586, -0.000497649, 0.0145823, 0.437979, 0.898867
0.000000000, 31.8505, 10.4402, -0.447876, 0.0042377, 0.0129792, 0.43564, 0.900018
0.000000000, 32.594, 11.2408, -0.482946, 0.00331065, 0.0198829, 0.366895, 0.930044
0.000000000, 33.4885, 11.9163, -0.553799, 0.0066968, 0.0350587, 0.277871, 0.959955
0.000000000, 34.106, 12.1948, -0.586722, 0.00536297, 0.0312374, 0.164114, 0.985932
0.000000000, 34.3893, 12.2664, -0.598354, 0.00191882, 0.0315014, 0.0587109, 0.997776
0.000000000, 34.802, 12.2751, -0.625475, -0.0035706, 0.0250282, -0.0465171, 0.998598
0.000000000, 35.8602, 12.1309, -0.673692, -0.030646, 0.0240869, -0.0818013, 0.995886
0.000000000, 36.9205, 11.9707, -0.723165, -0.0115858, 0.0179409, -0.0319504, 0.999261
0.000000000, 38.01, 11.9343, -0.76253, -0.000888427, 0.00696329, 0.0108394, 0.999917
0.000000000, 39.096, 11.979, -0.780529, -0.00971696, 0.00960281, 0.0235311, 0.99963
0.000000000, 40.1896, 11.9983, -0.798356, -0.000885635, -0.000630509, 0.0176301, 0.999844
0.000000000, 41.214, 12.0235, -0.812681, -0.00957532, 0.00496704, 0.00340241, 0.999936
0.000000000, 42.2153, 11.981, -0.824313, -0.00214343, -0.00187982, -0.0338475, 0.999423
0.000000000, 43.2217, 11.8331, -0.831355, -0.000448858, 0.000239776, -0.0857397, 0.996317
0.000000000, 44.2991, 11.5972, -0.824766, -0.0172256, -0.0222945, -0.127482, 0.991441
0.000000000, 45.2781, 11.2672, -0.815683, -0.0220719, -0.0011925, -0.205625, 0.978381
0.000000000, 45.613, 11.0491, -0.801894, -0.0250295, -0.0111506, -0.318233, 0.947616
0.000000000, 46.3517, 10.3671, -0.781636, -0.0361571, -0.00817388, -0.382863, 0.923061
0.000000000, 47.1559, 9.57927, -0.736164, -0.0380063, -0.0114116, -0.360443, 0.931937
0.000000000, 48.0055, 8.82736, -0.690405, -0.0412909, -0.0179547, -0.346903, 0.93682
0.000000000, 48.8035, 8.01391, -0.62023, -0.0370769, -0.0237474, -0.415697, 0.908437
0.000000000, 49.3912, 7.17217, -0.576752, -0.0249205, -0.00213055, -0.479331, 0.877278
0.000000000, 49.9305, 6.32058, -0.575119, -0.0545061, 0.0248538, -0.518829, 0.852776
0.000000000, 50.3873, 5.3353, -0.506514, -0.0595077, -0.0108335, -0.524893, 0.849016
0.000000000, 50.8543, 4.38257, -0.417542, -0.0475648, -0.0370086, -0.510061, 0.858025
0.000000000, 51.3628, 3.37826, -0.293242, -0.0352004, -0.0395045, -0.51353, 0.856438
0.000000000, 51.7873, 2.32498, -0.20575, -0.0275024, -0.0400378, -0.575883, 0.816088
0.000000000, 52.0637, 1.24053, -0.107486, -0.0224129, -0.0426727, -0.619751, 0.783317
0.000000000, 52.2525, 0.107987, -0.0135523, -0.0215625, -0.0392704, -0.65187, 0.757006
0.000000000, 52.3838, -1.05377, 0.0778226, -0.0249401, -0.0368496, -0.666801, 0.743907
0.000000000, 52.4675, -2.05057, 0.153879, -0.0236041, -0.0367236, -0.67137, 0.739835
0.000000000, 52.5518, -3.04475, 0.243253, -0.0277641, -0.0404998, -0.667305, 0.743164
0.000000000, 52.6451, -4.05681, 0.310055, -0.0255673, -0.0395939, -0.664203, 0.746065
0.000000000, 52.7421, -5.06297, 0.391324, -0.0195598, -0.0388496, -0.66479, 0.745763
0.000000000, 52.8352, -6.06884, 0.466155, -0.0203049, -0.040949, -0.669986, 0.740965
0.000000000, 52.9206, -7.07576, 0.550994, -0.0222715, -0.0351994, -0.674994, 0.736646
0.000000000, 52.9822, -8.0821, 0.628612, -0.0256686, -0.0392232, -0.676861, 0.734617
0.000000000, 53.0465, -9.0941, 0.704271, -0.0244466, -0.0381108, -0.679347, 0.732419
0.000000000, 53.1105, -10.1055, 0.788403, -0.0245185, -0.0365314, -0.680505, 0.731421
0.000000000, 53.2022, -11.1113, 0.875179, -0.0267654, -0.0384723, -0.657277, 0.75219
0.000000000, 53.3554, -12.1167, 0.950837, -0.0299877, -0.0344096, -0.647351, 0.760824
0.000000000, 53.5099, -13.1138, 1.03644, -0.030685, -0.0322795, -0.642812, 0.764728
0.000000000, 53.6768, -14.1222, 1.12305, -0.0270583, -0.0328684, -0.640711, 0.766601
0.000000000, 53.8444, -15.1132, 1.18913, -0.0299386, -0.0317818, -0.64252, 0.765024
0.000000000, 54.1043, -16.0827, 1.26702, -0.0321147, -0.0319225, -0.568887, 0.821168
0.000000000, 54.508, -16.9998, 1.35362, -0.0367494, -0.0354781, -0.529536, 0.846748
0.000000000, 54.8356, -17.9318, 1.44434, -0.0316412, -0.0323992, -0.628487, 0.776501
0.000000000, 54.8544, -18.5701, 1.47953, -0.0268185, -0.0315904, -0.717561, 0.695262
0.000000000, 54.6188, -19.6916, 1.55889, -0.0207968, -0.0386048, -0.785158, 0.617741
0.000000000, 54.3462, -20.656, 1.62132, -0.0173938, -0.0408255, -0.777867, 0.62686
0.000000000, 54.1577, -21.6552, 1.69054, -0.0209851, -0.0375556, -0.750643, 0.659305
0.000000000, 54.047, -22.6471, 1.76616, -0.0224128, -0.0380034, -0.724868, 0.687474
0.000000000, 54.1089, -23.4487, 1.82522, -0.0257021, -0.0376212, -0.649819, 0.758722
0.000000000, 54.3212, -24.4352, 1.91179, -0.026481, -0.0384154, -0.602697, 0.796605
0.000000000, 54.623, -25.3914, 1.99685, -0.0269325, -0.0406674, -0.575798, 0.816135
0.000000000, 54.9722, -26.4885, 2.10296, -0.0313792, -0.0411027, -0.619043, 0.783653
0.000000000, 55.127, -27.4729, 2.18862, -0.0296608, -0.0337684, -0.66046, 0.749515
0.000000000, 55.2028, -28.4817, 2.27477, -0.0304998, -0.0337041, -0.684119, 0.727952
0.000000000, 55.2265, -29.4837, 2.34442, -0.0340661, -0.0386605, -0.698858, 0.713402
0.000000000, 55.2158, -30.6387, 2.45751, -0.0309936, -0.0354806, -0.705789, 0.706854
0.000000000, 55.1959, -31.7422, 2.55502, -0.0324412, -0.0395157, -0.706389, 0.705975
0.000000000, 55.1785, -32.7724, 2.65286, -0.0328311, -0.0413953, -0.707326, 0.704911
0.000000000, 55.1555, -33.8511, 2.75084, -0.03177, -0.0368089, -0.708341, 0.704194
0.000000000, 55.1367, -34.9126, 2.84231, -0.0347462, -0.0346165, -0.710351, 0.702136
0.000000000, 55.1048, -35.9772, 2.93411, -0.0368095, -0.03404, -0.714143, 0.698202
0.000000000, 55.0719, -37.0494, 3.02349, -0.0328234, -0.02418, -0.719229, 0.693576
0.000000000, 54.9057, -38.0897, 3.11193, -0.037697, -0.0272811, -0.770534, 0.635698
0.000000000, 54.6214, -39.1601, 3.17534, -0.0174164, -0.0148778, -0.802914, 0.595655
0.000000000, 54.4437, -39.5774, 3.21813, 0.0438849, 0.0356238, 0.867214, -0.494717
0.000000000, 54.0266, -40.0903, 3.25527, 0.025165, 0.0236711, 0.915304, -0.40128
0.000000000, 53.3849, -40.6113, 3.28948, 0.0182199, 0.0208286, 0.956389, -0.290782
0.000000000, 52.7777, -40.898, 3.30454, 0.0119926, 0.00966569, 0.982747, -0.184314
0.000000000, 51.7226, -41.1955, 3.30653, 0.00516041, 0.00519547, 0.992887, -0.118837
0.000000000, 50.6781, -41.3555, 3.30283, 0.0011888, 0.0248151, 0.995453, -0.0919572
0.000000000, 49.645, -41.4543, 3.30468, 0.00929133, 0.0179936, 0.999771, 0.00684601
0.000000000, 48.5308, -41.3695, 3.28862, -0.0047958, 0.00772286, 0.99848, 0.0543548
0.000000000, 47.5214, -41.2281, 3.28255, -0.00809076, 0.00580873, 0.998092, 0.0609393
0.000000000, 46.4812, -41.0805, 3.29034, 0.00616237, 0.00443051, 0.998516, 0.0539361
0.000000000, 45.4155, -41.0604, 3.29426, 0.00562196, 0.00538471, 0.998493, -0.0543176
0.000000000, 44.3387, -41.2122, 3.30375, 0.00894227, 0.00424551, 0.996779, -0.0795794
0.000000000, 43.178, -41.3539, 3.31656, 0.00861533, 0.00693147, 0.998363, -0.0561097
0.000000000, 42.1651, -41.4171, 3.32281, 0.00860269, 0.00394219, 0.999684, -0.0233042
0.000000000, 41.1396, -41.4182, 3.32098, 0.00404541, 0.00546892, 0.999976, 0.00104689
0.000000000, 40.1382, -41.388, 3.33228, 0.0129769, 0.00489688, 0.999825, 0.0125175
0.000000000, 39.1025, -41.3423, 3.33291, 0.00528596, 0.00517856, 0.999915, 0.0107068
0.000000000, 38.0824, -41.3134, 3.33537, 0.005383, 0.00942658, 0.999935, -0.00336054
0.000000000, 37.0668, -41.3167, 3.33714, 0.00638663, 0.00987493, 0.999775, -0.0176688
0.000000000, 36.0581, -41.3522, 3.34856, 0.00714777, 0.00891746, 0.999533, -0.0283276
0.000000000, 35.0332, -41.3992, 3.3587, 0.0071307, 0.00913741, 0.999415, -0.0321739
0.000000000, 34.0056, -41.4468, 3.35844, 0.00413126, 0.0100672, 0.999427, -0.032042
0.000000000, 32.9943, -41.4935, 3.36736, 0.0019795, 0.00724041, 0.999606, -0.0270549
0.000000000, 31.9751, -41.5214, 3.37152, 0.00514421, 0.00622946, 0.999822, -0.0170701
0.000000000, 30.9521, -41.5338, 3.36914, 0.00623236, 0.00664259, 0.999934, -0.00700167
0.000000000, 29.9276, -41.5271, 3.37294, 0.007309, 0.00497413, 0.99996, -0.0014864
0.000000000, 28.9055, -41.5157, 3.38102, 0.00728927, 0.00287409, 0.999952, -0.00593487
0.000000000, 27.8748, -41.5275, 3.38471, 0.00456287, 0.00290076, 0.999738, -0.0222371
0.000000000, 26.855, -41.5805, 3.39012, 0.00458251, 0.00303872, 0.998939, -0.0457147
0.000000000, 25.8485, -41.6834, 3.38733, 0.0103978, 0.00469399, 0.998049, -0.0613814
0.000000000, 24.8315, -41.7944, 3.40837, -0.0025899, 0.00647154, 0.997574, -0.06927
0.000000000, 23.8389, -41.9207, 3.41102, 0.00861674, 0.00514687, 0.997646, -0.0678328
0.000000000, 22.8208, -42.0283, 3.4281, 0.00685287, 0.00483285, 0.99824, -0.0587041
0.000000000, 21.7976, -42.1197, 3.42999, 0.00605177, 0.00461552, 0.99885, -0.0473282
0.000000000, 20.7796, -42.1819, 3.41781, 0.00221187, 0.00871773, 0.999296, -0.0364226
0.000000000, 19.6105, -42.2497, 3.4265, 0.00936166, 0.00106855, 0.999548, -0.0285615
0.000000000, 18.5844, -42.2884, 3.433, 0.00720651, 0.00184189, 0.999638, -0.0258703
0.000000000, 17.5677, -42.3163, 3.44029, 0.00707721, 0.00388842, 0.999753, -0.0207091
0.000000000, 16.534, -42.3314, 3.43882, 0.00387633, 0.00341745, 0.999931, -0.0105228
0.000000000, 15.5063, -42.2956, 3.42449, -0.000201005, 0.0164042, 0.999853, -0.0050655
0.000000000, 14.3863, -42.3349, 3.45322, 0.0147767, -0.000979861, 0.999856, -0.00830204
0.000000000, 13.3471, -42.3269, 3.47565, 0.00552856, 0.00204432, 0.999938, -0.00948557
0.000000000, 12.3389, -42.3315, 3.48331, 0.009177, -0.00166954, 0.999934, -0.0067255
0.000000000, 11.316, -42.3182, 3.49258, 0.00973972, 0.00151995, 0.999951, 0.000716278
0.000000000, 10.2891, -42.2908, 3.5071, 0.0126679, 0.00183496, 0.999891, 0.00738957
0.000000000, 9.26406, -42.2609, 3.51806, 0.00601257, 0.00377899, 0.999954, -0.00641505
0.000000000, 8.25816, -42.2399, 3.53016, 0.00679431, 0.00629518, 0.999957, 0.00101845
0.000000000, 7.23619, -42.2396, 3.53237, 0.00851933, 0.00874799, 0.999774, -0.017379
0.000000000, 6.21469, -42.2895, 3.5384, 0.00899264, 0.00999246, 0.999352, -0.0333894
0.000000000, 5.20415, -42.3411, 3.54922, 0.00817334, 0.00991292, 0.999396, -0.0322973
0.000000000, 4.19079, -42.4142, 3.54987, 0.00844125, 0.0100458, 0.998575, -0.0517286
0.000000000, 3.1895, -42.4938, 3.56566, 0.00791116, 0.00886563, 0.998844, -0.0465766
0.000000000, 2.16915, -42.5552, 3.56889, 0.0100716, 0.0107249, 0.999481, -0.0286746
0.000000000, 1.15401, -42.5712, 3.57348, 0.00708035, 0.0106495, 0.999901, -0.00593614
0.000000000, 0.149398, -42.5489, 3.57995, 0.00938739, 0.00869986, 0.999829, 0.0133599
0.000000000, -0.86561, -42.4857, 3.58492, 0.00928764, 0.00874459, 0.999503, 0.0288326
0.000000000, -1.87556, -42.3929, 3.59777, 0.0142856, 0.00936176, 0.999057, 0.0399241
0.000000000, -2.88616, -42.2908, 3.61949, 0.0132232, 0.00808715, 0.999176, 0.0374986
0.000000000, -3.89012, -42.1148, 3.64061, 0.0110604, 0.00326824, 0.98751, 0.157136
0.000000000, -4.47588, -41.8175, 3.64533, 0.00606531, 0.00264072, 0.963679, 0.266982
0.000000000, -5.26332, -41.1816, 3.65256, 0.00855671, 0.00329622, 0.934566, 0.355672
0.000000000, -5.98078, -40.4629, 3.65631, 0.00843729, 0.000635658, 0.920883, 0.389748
0.000000000, -6.65481, -39.6886, 3.67015, 0.00800662, 0.000738121, 0.912848, 0.408221
0.000000000, -7.29812, -38.9137, 3.68891, 0.0145967, -0.00449583, 0.907016, 0.420819
0.000000000, -7.94927, -38.1064, 3.70242, 0.0110184, -0.0031579, 0.899336, 0.437108
0.000000000, -8.36099, -37.3568, 3.71408, 0.00782735, 0.00382666, 0.847663, 0.530463
0.000000000, -8.73504, -36.4118, 3.71372, 0.00205125, 0.00824795, 0.820726, 0.571259
0.000000000, -9.05891, -35.4377, 3.70798, 0.010838, -0.00155067, 0.813589, 0.581337
0.000000000, -9.36683, -34.4854, 3.72036, 0.0128316, -0.0047936, 0.818187, 0.574789
0.000000000, -9.72361, -33.5245, 3.72717, 0.00610696, 0.000307974, 0.822048, 0.569386
0.000000000, -10.0534, -32.5561, 3.72727, -0.00516804, 0.0108088, 0.817259, 0.576146
0.000000000, -10.3969, -31.4532, 3.74169, 0.00861734, -0.00527923, 0.80204, 0.597185
0.000000000, -10.6659, -30.4518, 3.70936, -0.000425917, -0.00625724, 0.781291, 0.624135
0.000000000, -10.7783, -29.4225, 3.69572, -0.00528512, 0.00610288, 0.714686, 0.699399
0.000000000, -10.7129, -28.3885, 3.64326, -0.0135916, 0.0118037, 0.669022, 0.743025
0.000000000, -10.6267, -27.3914, 3.61595, -0.0153776, 0.00338064, 0.693314, 0.720463
0.000000000, -10.6123, -26.3727, 3.57412, -0.00868907, 0.0112956, 0.717706, 0.6962
0.000000000, -10.6644, -25.3273, 3.53373, -0.0149981, 0.0154238, 0.730778, 0.682277
0.000000000, -10.7133, -24.3123, 3.49526, -0.013872, 0.0180799, 0.730021, 0.683045
0.000000000, -10.7653, -23.3006, 3.45663, -0.00916184, 0.017502, 0.725021, 0.688444
0.000000000, -10.6854, -22.44, 3.40107, -0.010996, 0.0191381, 0.642508, 0.765961
0.000000000, -10.369, -21.3135, 3.3563, -0.00774421, 0.0075653, 0.59384, 0.80451
0.000000000, -10.0369, -20.1994, 3.36814, 0.00279407, 0.00113887, 0.633851, 0.773449
0.000000000, -9.86598, -19.1823, 3.35984, 0.00197259, 0.0093925, 0.666594, 0.745359
0.000000000, -9.80167, -18.0043, 3.34669, 0.00511141, 0.00421091, 0.711625, 0.702528
0.000000000, -9.7758, -16.8299, 3.35566, 0.0091005, -0.00132468, 0.698983, 0.715079
0.000000000, -9.73647, -15.6803, 3.37063, 0.00807692, -0.00458698, 0.704944, 0.709202
0.000000000, -9.73581, -14.655, 3.39177, 0.00829442, -0.00110609, 0.716079, 0.697969
0.000000000, -9.74029, -13.6447, 3.40041, 0.0111537, -0.00188379, 0.721455, 0.692369
0.000000000, -9.79441, -12.6252, 3.42336, 0.0111881, -0.00336452, 0.727162, 0.686366
0.000000000, -9.82806, -11.6189, 3.43831, 0.00898398, -0.0027664, 0.716392, 0.697635
0.000000000, -9.81611, -10.5983, 3.45241, 0.0104867, -0.00141634, 0.698294, 0.715733
0.000000000, -9.7423, -9.57248, 3.45906, 0.00869857, 0.00099783, 0.681372, 0.731885
0.000000000, -9.62802, -8.55998, 3.46636, 0.0124212, 0.000536005, 0.672094, 0.740361
0.000000000, -9.52792, -7.55432, 3.46497, 0.0111918, 0.00413755, 0.674536, 0.738145
0.000000000, -9.42998, -6.54227, 3.47177, 0.00566854, 0.0037219, 0.677301, 0.735675
0.000000000, -9.33753, -5.52966, 3.4694, 0.00821631, -0.000641821, 0.678916, 0.734169
0.000000000, -9.23766, -4.39472, 3.48221, 0.00897094, -0.00168614, 0.679214, 0.733884
0.000000000, -9.11183, -3.31556, 3.49801, 0.0100313, -0.00101056, 0.672917, 0.73965
0.000000000, -8.97626, -2.23584, 3.48984, 0.0122926, 0.00853827, 0.660522, 0.750657
0.000000000, -8.79307, -1.20812, 3.5027, 0.0179096, -0.00590045, 0.642801, 0.765801
0.000000000, -8.56985, -0.201302, 3.51488, 0.0126491, -0.00281149, 0.621343, 0.783432
0.000000000, -8.29383, 0.777397, 3.53199, 0.0134861, -0.00541667, 0.602536, 0.797959
0.000000000, -7.93014, 1.82532, 3.54972, 0.021215, -0.0111242, 0.587838, 0.808624
0.000000000, -7.59178, 2.84378, 3.56914, 0.0116684, -0.00841962, 0.618527, 0.785632
0.000000000, -7.42202, 3.89911, 3.58514, 0.0122968, -0.00635776, 0.667151, 0.744794
0.000000000, -7.2999, 4.95788, 3.60854, 0.00625631, -0.00423043, 0.669976, 0.742344
0.000000000, -7.27283, 5.70502, 3.61345, 0.00582596, -0.00654517, 0.755566, 0.655014
0.000000000, -7.38914, 6.08632, 3.61492, 0.00440618, -0.00363133, 0.841934, 0.539551
0.000000000, -7.60114, 6.43614, 3.62304, 0.00417884, -0.00766444, 0.90749, 0.419983
0.000000000, -7.78984, 6.63691, 3.62104, 0.00703608, -0.0038399, 0.949682, 0.313113
0.000000000, -8.15282, 6.83924, 3.62837, 0.0159011, -0.00354599, 0.986147, 0.165069
0.000000000, -8.42408, 6.91466, 3.63061, 0.00791907, -0.0013342, 0.998131, 0.0605795
0.000000000, -8.70882, 6.92218, 3.63576, 0.0100121, -0.0018636, 0.999061, -0.0421047
0.000000000, -9.11672, 6.84546, 3.63687, 0.0066959, -0.00234925, 0.981172, -0.193008
0.000000000, -9.35512, 6.72342, 3.63172, 0.011759, 0.00054178, 0.950445, -0.31067
0.000000000, -9.56232, 6.53583, 3.63015, 0.00685515, -0.00321096, 0.911345, -0.411573
0.000000000, -9.73107, 6.32681, 3.62691, -0.00337352, 0.00289049, -0.857885, 0.513822
0.000000000, -9.85865, 5.94985, 3.63585, -0.00721078, 0.00448927, -0.793412, 0.608626
0.000000000, -10.1023, 4.91313, 3.63336, -0.00408294, 0.00137356, -0.774244, 0.632872
0.000000000, -10.2261, 3.82629, 3.62439, -0.00451396, 0.0110085, -0.736973, 0.675817
0.000000000, -10.3422, 2.76657, 3.60318, -0.00527091, 0.0134815, -0.743163, 0.668954
0.000000000, -10.4923, 1.61841, 3.5711, -0.00575829, 0.0144159, -0.755865, 0.654543
0.000000000, -10.6917, 0.47083, 3.56438, -0.00867984, 0.0100206, -0.762719, 0.646594
0.000000000, -10.8762, -0.521752, 3.56118, -0.00966483, 0.0206941, -0.762746, 0.646295
0.000000000, -11.083, -1.51217, 3.54747, -0.0069318, 0.00840521, -0.764094, 0.645013
0.000000000, -11.2573, -2.50232, 3.54916, -0.0114409, 0.0106624, -0.761925, 0.647477
0.000000000, -11.4341, -3.53121, 3.53928, -0.00798921, 0.016118, -0.772036, 0.635324
0.000000000, -11.6817, -4.65692, 3.53148, -0.0130665, 0.0131742, -0.77378, 0.633183
0.000000000, -11.8696, -5.66643, 3.52717, -0.00648507, 0.0195577, -0.750003, 0.661113
0.000000000, -11.9579, -6.66933, 3.51327, -0.00940216, 0.0124034, -0.723602, 0.690042
0.000000000, -12.0311, -7.6711, 3.50651, -0.0116945, 0.00841664, -0.746933, 0.664744
0.000000000, -12.2315, -8.6599, 3.49841, -0.0121027, 0.0125143, -0.790033, 0.612818
0.000000000, -12.5354, -9.76965, 3.50639, -0.0131003, 0.00792656, -0.75578, 0.654646
0.000000000, -12.6065, -10.7643, 3.50177, -0.00401851, 0.0100401, -0.674465, 0.738228
0.000000000, -12.3883, -11.7973, 3.46948, -0.00564961, 0.0144555, -0.608882, 0.793109
0.000000000, -12.1146, -12.7689, 3.45476, -0.004659, 0.0106493, -0.595441, 0.803315
0.000000000, -11.9046, -13.9154, 3.43421, -0.00524909, 0.011529, -0.668013, 0.744042
0.000000000, -11.8689, -14.9373, 3.42133, -0.00441384, 0.0138649, -0.70071, 0.713298
0.000000000, -11.9209, -15.6139, 3.40634, -0.0019729, 0.0173067, -0.768891, 0.639142
0.000000000, -12.1291, -16.2239, 3.39905, -0.0139512, 0.0122027, -0.832374, 0.553904
0.000000000, -12.6102, -17.1412, 3.39375, -0.0111858, 0.00967128, -0.841289, 0.540384
0.000000000, -12.8245, -17.7501, 3.40278, -0.0116709, 0.0074083, -0.782564, 0.622417
0.000000000, -12.9001, -18.5759, 3.39903, -0.00995181, 0.00401834, -0.706771, 0.70736
0.000000000, -12.859, -19.5764, 3.39712, -0.0064493, -0.00393799, -0.674509, 0.738228
0.000000000, -12.8369, -20.5845, 3.40306, -0.00856114, -0.00406952, -0.705451, 0.708695
0.000000000, -12.8841, -21.7238, 3.41577, -0.0170616, -0.0171613, -0.708799, 0.704995
0.000000000, -12.8852, -22.882, 3.47263, -0.0289517, -0.0152569, -0.700928, 0.712481
0.000000000, -12.878, -23.9074, 3.51525, -0.0191849, -0.00426766, -0.697526, 0.71629
0.000000000, -12.8942, -24.9142, 3.54496, -0.0132766, -0.0171821, -0.700657, 0.713168
0.000000000, -12.8874, -26.0699, 3.56329, -0.0110313, -0.0221258, -0.691837, 0.721631
0.000000000, -12.859, -27.0694, 3.60832, -0.0217308, -0.0244228, -0.691622, 0.72152
0.000000000, -12.8302, -28.071, 3.65666, -0.0120628, -0.0277393, -0.681758, 0.730952
0.000000000, -12.6932, -29.0828, 3.68354, -0.00956845, -0.0224477, -0.635235, 0.771933
0.000000000, -12.4749, -30.0949, 3.69946, -0.00841699, -0.0142991, -0.612077, 0.790624
0.000000000, -12.1777, -31.1618, 3.73044, -0.0374486, -0.0305619, -0.617388, 0.785172
0.000000000, -11.9502, -32.2151, 3.74372, -0.00335969, 0.00382688, -0.623518, 0.781793
0.000000000, -11.7416, -33.2063, 3.73877, -0.00855334, 0.005443, -0.626401, 0.779435
0.000000000, -11.5444, -34.1906, 3.73982, -0.00928835, -0.00171832, -0.624591, 0.780895
0.000000000, -11.3242, -35.1661, 3.75799, -0.0171872, -0.000908619, -0.622908, 0.782106
0.000000000, -11.0245, -36.1446, 3.75971, -0.00815417, 0.0104625, -0.533601, 0.845632
0.000000000, -10.5736, -36.8516, 3.75048, -0.0123501, 0.00538693, -0.445781, 0.895041
0.000000000, -9.94667, -37.6586, 3.73326, -0.0150212, 0.00327026, -0.439432, 0.898144
0.000000000, -9.35492, -38.4856, 3.73156, -0.009055, 0.00638044, -0.460068, 0.887815
0.000000000, -8.76872, -39.2994, 3.71129, -0.0141959, 0.0107349, -0.434668, 0.900415
0.000000000, -8.10376, -40.0548, 3.69393, -0.0140757, 0.00704255, -0.386054, 0.922342
0.000000000, -7.35503, -40.7193, 3.6955, -0.00852357, -0.00104747, -0.289544, 0.957126
0.000000000, -6.48295, -41.2694, 3.676, -0.005888, 0.000750566, -0.261927, 0.965069
0.000000000, -5.58541, -41.7349, 3.66291, -0.00854522, 0.00179741, -0.197637, 0.980236
0.000000000, -4.77911, -41.9917, 3.64628, -0.0080137, 0.00407181, -0.0973085, 0.995214
0.000000000, -3.77234, -42.1379, 3.62585, -0.0104014, 0.00578307, -0.0418972, 0.999051
0.000000000, -2.73689, -42.2259, 3.60723, -0.0101383, 0.00860665, -0.0630936, 0.997919
